@relation sms

@attribute ncharacter real
@attribute ndollars real
@attribute nnumeric real
@attribute nuppercase real
@attribute type {ham, spam}

@data
162,0,25,0,spam
59,0,0,1,ham
44,0,0,0,ham
81,0,0,0,ham
50,0,0,0,ham
149,0,0,0,ham
185,0,0,1,ham
170,0,2,1,ham
66,0,0,0,ham
164,0,14,3,spam
44,0,0,0,ham
46,0,0,1,ham
79,0,0,0,ham
209,0,0,0,ham
93,0,0,1,ham
164,0,18,2,spam
79,0,0,0,ham
42,0,0,0,ham
44,0,0,0,ham
40,0,0,0,ham
48,0,0,0,ham
47,0,6,0,ham
42,0,0,0,ham
35,0,1,0,ham
87,0,0,0,ham
37,0,0,0,ham
33,0,0,0,ham
124,0,17,3,spam
60,0,0,0,ham
72,0,0,3,ham
249,0,0,2,ham
29,0,0,0,ham
164,0,0,4,ham
164,0,0,3,ham
75,0,0,0,ham
62,0,0,0,ham
167,0,16,5,spam
144,0,0,1,ham
45,0,0,1,ham
91,0,0,1,ham
121,0,0,1,ham
8,0,0,0,ham
58,0,0,1,ham
47,0,0,0,ham
59,0,0,0,ham
37,0,3,0,ham
35,0,0,0,ham
75,0,0,0,ham
97,0,3,0,ham
67,0,0,13,ham
77,0,0,0,ham
147,0,0,2,ham
90,0,0,0,ham
71,0,0,1,ham
37,0,0,1,ham
60,0,0,1,ham
167,0,8,4,spam
63,0,0,1,ham
21,0,0,1,ham
76,0,0,1,ham
43,0,0,0,ham
49,0,0,0,ham
82,0,1,0,ham
153,0,0,0,ham
157,0,23,2,spam
37,0,0,0,ham
90,0,0,0,ham
27,0,0,1,ham
144,0,2,1,spam
43,0,0,1,ham
115,0,19,1,spam
37,0,0,0,ham
112,0,3,0,spam
203,0,0,6,ham
107,0,1,17,ham
49,0,0,0,ham
47,0,0,0,ham
66,0,0,1,ham
48,0,0,0,ham
51,0,1,0,ham
81,0,0,1,ham
66,0,0,1,ham
79,0,0,2,ham
51,0,0,0,ham
66,0,0,0,ham
27,0,0,0,ham
55,0,0,0,ham
49,0,0,0,ham
262,0,0,0,ham
164,0,0,0,ham
63,0,0,1,ham
81,0,0,0,ham
100,1,1,1,ham
102,0,7,1,spam
34,0,0,0,ham
68,0,0,0,ham
58,0,0,0,ham
39,0,0,0,ham
38,0,0,0,ham
157,0,18,1,spam
70,0,0,0,ham
156,0,23,5,spam
35,0,0,0,ham
159,0,24,2,spam
24,0,0,0,ham
126,0,17,1,spam
41,0,0,0,ham
45,0,0,0,ham
67,0,0,2,ham
9,0,0,0,ham
55,0,0,0,ham
33,0,0,0,ham
62,0,1,1,ham
134,0,26,1,spam
151,0,14,0,spam
37,0,0,0,ham
43,0,0,0,ham
91,0,0,0,ham
42,0,0,0,ham
121,0,0,0,ham
82,0,0,0,ham
92,0,11,1,spam
22,0,0,0,ham
161,0,3,3,ham
42,0,3,1,ham
18,0,0,1,ham
93,0,0,0,ham
68,0,0,1,ham
210,0,0,3,ham
163,0,9,3,spam
117,0,2,0,ham
83,0,0,1,ham
126,0,0,0,ham
30,0,0,0,ham
51,0,0,0,ham
32,0,0,1,ham
131,0,0,2,ham
51,0,0,1,ham
28,0,0,0,ham
88,0,1,1,ham
77,0,0,0,ham
35,0,0,0,ham
27,0,0,0,ham
53,0,0,0,ham
29,0,0,0,ham
51,0,0,0,ham
91,0,0,0,ham
163,0,0,26,ham
35,0,0,2,ham
30,0,0,0,ham
106,0,0,3,spam
40,0,0,0,ham
111,0,0,3,ham
53,0,4,0,ham
65,0,0,1,ham
102,0,0,2,ham
41,0,0,0,ham
76,0,0,1,ham
88,0,0,1,ham
158,0,2,2,ham
43,0,0,0,ham
87,0,0,0,ham
120,0,11,0,spam
99,0,0,2,ham
57,0,0,2,ham
89,0,0,0,ham
38,0,0,0,ham
47,0,0,0,ham
29,0,0,0,ham
59,0,0,1,ham
28,0,0,0,ham
143,0,19,3,spam
50,0,0,0,ham
42,0,0,0,ham
33,0,0,0,ham
49,0,0,1,ham
140,0,14,4,spam
78,0,0,0,ham
207,0,0,1,ham
143,0,0,0,ham
152,0,24,0,spam
18,0,1,4,ham
34,0,0,0,ham
56,0,2,0,ham
137,0,0,0,ham
40,0,0,2,ham
166,0,14,7,spam
101,0,0,0,ham
78,0,1,13,ham
24,0,5,0,spam
60,0,0,0,ham
65,0,0,0,ham
88,0,0,1,ham
116,0,0,2,ham
45,0,0,0,ham
146,0,0,0,ham
69,0,1,0,spam
109,0,0,1,ham
138,0,2,1,ham
143,1,6,8,spam
31,0,0,1,ham
58,0,0,1,ham
75,0,0,0,ham
72,0,0,2,ham
27,0,0,1,ham
68,0,0,0,ham
101,0,13,1,spam
149,0,14,2,spam
38,0,0,1,ham
164,0,19,3,spam
79,0,0,0,ham
65,0,0,0,ham
149,0,0,0,ham
225,0,0,0,ham
60,0,5,0,ham
132,0,2,23,ham
32,0,1,0,ham
167,0,0,0,ham
117,0,0,0,ham
167,0,16,1,spam
153,0,22,2,spam
35,0,0,0,ham
8,0,0,0,ham
66,0,0,1,ham
79,0,0,0,spam
44,0,0,0,ham
108,0,1,1,ham
51,0,0,6,ham
164,0,23,2,spam
39,0,0,0,ham
42,0,0,0,ham
94,0,1,2,ham
36,0,0,0,ham
26,0,0,0,ham
41,0,0,0,ham
28,0,0,0,ham
50,0,0,0,ham
47,0,0,1,ham
43,0,0,0,ham
33,0,0,0,ham
89,0,0,0,ham
57,0,0,0,ham
83,0,0,1,ham
59,0,1,1,ham
164,0,14,7,spam
28,0,0,0,ham
98,0,0,0,ham
29,0,0,0,ham
56,0,0,1,ham
27,0,0,0,ham
153,0,22,2,spam
28,0,0,0,ham
70,0,0,1,ham
26,0,0,0,ham
34,0,0,0,ham
51,0,8,0,spam
162,0,16,0,spam
71,0,0,1,ham
37,0,0,1,ham
39,0,0,1,ham
158,0,0,1,ham
28,0,0,0,ham
37,0,0,1,ham
74,0,0,0,ham
185,0,0,0,ham
260,0,0,1,ham
36,0,0,0,ham
64,0,1,0,ham
160,0,23,2,spam
164,0,19,1,spam
143,0,0,2,ham
72,0,0,0,ham
42,0,0,0,ham
127,0,0,0,ham
34,0,0,0,ham
102,0,0,0,ham
155,0,14,0,spam
146,0,2,2,spam
80,0,0,0,ham
89,0,0,2,ham
61,0,0,1,ham
112,0,11,0,spam
41,0,0,1,ham
89,0,0,1,ham
133,0,1,3,ham
120,0,16,2,spam
101,0,0,0,ham
40,0,0,0,ham
51,0,0,1,ham
281,0,0,1,ham
30,0,0,1,ham
51,0,0,1,ham
158,0,0,2,ham
79,0,0,1,ham
160,0,0,1,spam
32,0,0,0,ham
154,0,40,4,spam
68,0,0,0,ham
152,0,0,0,ham
141,0,14,2,spam
159,0,1,2,ham
75,0,0,1,ham
164,0,0,0,ham
29,0,0,1,ham
90,0,0,1,ham
53,0,2,0,ham
31,0,0,0,ham
51,0,0,1,ham
40,0,1,0,ham
29,0,0,1,ham
172,0,16,5,spam
54,0,0,0,ham
138,0,12,4,spam
53,0,0,0,ham
85,0,1,1,ham
44,0,1,1,ham
128,0,23,5,spam
34,0,0,0,ham
37,0,0,1,ham
80,0,0,0,ham
147,0,24,2,spam
30,0,0,0,ham
65,0,0,0,ham
159,0,0,0,ham
235,0,0,0,ham
32,0,0,0,ham
97,0,1,0,ham
92,0,4,1,ham
121,0,0,0,ham
131,0,0,2,ham
33,0,0,0,ham
165,0,0,0,ham
65,0,0,1,ham
158,0,0,3,ham
60,0,0,0,ham
163,0,28,0,spam
27,0,0,0,ham
47,0,0,1,ham
41,0,0,0,ham
39,0,0,1,ham
160,0,0,2,ham
152,0,0,1,ham
158,0,14,1,spam
60,0,0,0,ham
59,0,0,1,ham
39,0,0,0,ham
27,0,0,0,ham
108,0,0,0,ham
164,0,0,0,ham
92,0,8,1,ham
158,0,1,0,ham
72,0,0,0,ham
152,0,4,6,spam
53,0,0,0,ham
62,0,0,2,ham
162,0,0,1,ham
144,0,0,0,ham
166,0,11,1,spam
163,0,0,2,ham
95,0,0,1,ham
33,0,0,1,ham
27,0,0,0,ham
165,0,26,3,spam
43,0,1,0,ham
150,0,15,0,spam
97,0,0,0,ham
89,0,0,0,ham
79,0,0,0,ham
45,0,1,1,ham
68,0,0,0,ham
160,0,13,3,spam
139,0,0,0,ham
40,0,0,1,ham
40,0,0,0,ham
118,0,0,1,spam
59,0,0,0,ham
32,0,0,0,ham
163,0,33,0,spam
116,0,0,0,ham
162,0,0,2,ham
129,0,0,0,ham
27,0,0,0,ham
82,0,1,0,ham
42,0,0,0,ham
76,0,0,0,ham
79,0,0,0,ham
33,0,0,0,ham
39,0,0,0,ham
39,0,0,0,ham
72,0,1,0,ham
46,0,0,1,ham
149,0,26,4,spam
38,0,0,0,ham
88,0,1,2,ham
43,0,0,0,ham
66,0,0,0,ham
37,0,0,0,ham
67,0,0,0,ham
84,0,0,0,ham
27,0,0,0,ham
163,0,0,0,ham
42,0,0,0,ham
28,0,0,0,ham
48,0,0,0,ham
155,0,16,1,spam
113,0,0,0,ham
164,0,19,2,spam
161,0,3,0,spam
153,0,4,1,spam
28,0,0,1,ham
86,0,0,0,ham
159,0,0,2,ham
89,0,1,1,ham
59,0,0,0,ham
163,0,6,18,spam
27,0,0,0,ham
39,0,0,0,ham
73,0,1,1,ham
79,0,4,2,ham
107,0,0,0,ham
27,0,0,0,ham
78,0,11,0,spam
37,0,0,1,ham
81,0,3,0,ham
31,0,0,1,ham
34,0,0,0,ham
57,0,1,0,ham
65,0,1,0,ham
49,0,0,0,ham
82,0,1,2,ham
268,0,0,2,ham
70,0,0,1,ham
36,0,0,0,ham
78,0,0,0,ham
134,0,0,0,ham
136,0,0,0,ham
36,0,0,0,ham
29,0,0,0,ham
76,0,0,0,ham
28,0,0,0,ham
84,0,3,1,ham
29,0,0,0,ham
102,0,0,1,ham
76,0,0,2,ham
163,0,4,3,spam
165,0,14,4,spam
43,0,0,0,ham
49,0,0,0,ham
93,0,2,0,ham
160,0,0,2,ham
41,0,0,0,ham
141,0,8,0,spam
12,0,0,0,ham
76,0,0,0,ham
32,0,3,0,ham
54,0,0,0,ham
111,0,5,1,spam
80,0,0,1,spam
51,0,0,0,ham
28,0,0,0,ham
188,0,0,1,ham
123,0,0,2,ham
97,0,0,1,ham
43,0,0,0,ham
162,0,1,3,spam
92,0,0,1,ham
158,0,2,5,spam
34,0,0,2,ham
159,0,0,1,ham
50,0,0,0,ham
29,0,0,0,ham
74,0,0,0,ham
146,0,0,0,ham
119,0,0,1,ham
137,0,0,2,ham
90,0,0,0,ham
80,0,7,14,ham
37,0,0,0,ham
42,0,0,0,ham
127,0,0,0,ham
142,0,21,7,spam
24,0,0,0,ham
111,0,0,0,ham
72,0,0,0,ham
56,0,0,0,ham
45,0,0,0,ham
45,0,0,0,ham
33,0,0,0,ham
169,0,3,1,spam
163,0,19,1,spam
157,0,1,0,ham
22,0,0,1,ham
143,0,0,1,ham
65,0,0,1,ham
33,0,0,1,ham
147,0,0,1,ham
144,0,0,1,ham
85,0,0,0,ham
39,0,0,0,ham
295,0,0,1,ham
30,0,0,0,ham
10,0,0,3,ham
68,0,0,1,ham
80,0,9,2,spam
161,0,12,5,spam
87,0,11,1,spam
144,0,0,0,spam
166,0,26,3,spam
158,0,0,9,ham
109,0,0,0,ham
87,0,0,1,ham
79,0,1,1,ham
20,0,0,0,ham
82,0,0,0,ham
42,0,0,0,ham
134,0,0,0,ham
59,0,1,1,ham
68,0,0,0,ham
71,0,0,0,ham
140,0,17,4,spam
334,0,1,0,ham
45,0,0,1,ham
91,0,0,1,ham
87,0,2,0,ham
29,0,0,0,ham
116,0,0,2,ham
161,0,1,37,ham
41,0,0,1,ham
40,0,0,0,ham
117,0,0,2,ham
77,0,0,1,ham
66,0,0,1,ham
32,0,0,0,ham
35,0,0,1,ham
51,0,0,0,ham
37,0,0,0,ham
48,0,0,0,ham
167,0,21,1,spam
159,0,6,1,ham
60,0,0,0,ham
32,0,0,0,ham
40,0,0,7,ham
43,0,0,2,ham
75,0,0,1,ham
120,0,1,1,ham
73,0,0,0,ham
34,0,1,0,ham
32,0,0,0,ham
39,0,0,0,ham
71,0,0,1,ham
25,0,0,1,ham
144,0,1,3,ham
155,0,1,0,ham
54,0,0,0,ham
24,0,0,0,ham
45,0,1,1,ham
151,0,24,4,spam
118,0,0,0,ham
48,0,0,1,ham
56,0,0,0,ham
161,0,0,0,ham
38,0,0,0,ham
162,0,1,0,ham
169,0,6,5,spam
37,0,0,1,ham
51,0,0,0,ham
147,0,3,30,ham
132,0,20,3,spam
40,0,0,1,ham
122,0,0,0,ham
95,0,1,0,ham
57,0,0,1,ham
185,0,1,1,ham
44,0,0,0,ham
92,0,0,0,ham
52,0,0,1,ham
75,0,0,1,ham
126,0,2,1,ham
19,0,0,0,ham
141,0,14,3,spam
147,0,0,0,ham
138,0,8,6,spam
28,0,0,0,ham
69,0,0,3,ham
151,0,5,3,spam
150,0,10,2,spam
30,0,1,0,ham
50,0,0,0,ham
41,0,0,0,ham
104,0,0,0,ham
43,0,0,0,ham
147,0,0,0,ham
56,0,0,0,ham
168,0,1,1,ham
162,0,20,3,spam
151,0,0,1,ham
32,0,0,1,ham
46,0,0,0,ham
30,0,0,1,ham
156,0,0,1,ham
90,0,0,0,ham
35,0,0,0,ham
78,0,2,1,spam
65,0,0,3,ham
79,0,0,0,ham
66,0,0,1,ham
27,0,0,0,ham
413,0,0,0,ham
61,0,0,1,ham
36,0,1,0,ham
50,0,0,0,ham
143,0,1,2,ham
27,0,0,0,ham
43,0,0,0,ham
58,0,0,0,ham
138,0,4,4,spam
98,0,0,0,ham
288,0,0,3,ham
87,0,0,2,spam
41,0,0,0,ham
65,0,0,0,ham
41,0,0,0,ham
159,0,0,1,ham
108,0,0,0,ham
70,0,0,1,ham
154,0,0,1,ham
205,0,1,1,ham
31,0,0,0,ham
127,0,0,0,ham
36,0,1,0,ham
69,0,0,0,ham
44,0,0,1,ham
88,0,0,0,ham
47,0,0,0,ham
40,0,0,0,ham
28,0,0,0,ham
46,0,0,0,ham
77,0,1,0,ham
71,0,0,0,ham
48,0,0,1,ham
51,0,1,0,ham
121,0,0,0,ham
61,0,1,0,ham
60,0,0,0,ham
143,0,25,0,spam
171,0,0,0,ham
34,0,0,0,ham
101,0,0,0,ham
41,0,0,0,ham
54,0,0,0,ham
66,0,1,1,ham
44,0,0,0,ham
146,0,1,1,ham
35,0,0,5,ham
34,0,1,0,ham
36,0,0,0,ham
78,0,0,0,ham
30,0,0,1,ham
165,0,21,2,spam
34,0,0,0,ham
384,0,0,2,ham
74,0,0,0,ham
31,0,0,1,ham
41,0,0,0,ham
329,0,1,2,ham
121,0,0,0,ham
55,0,0,1,ham
94,0,1,2,ham
155,0,19,2,spam
242,0,0,0,ham
241,0,0,0,ham
100,0,0,1,ham
90,0,1,0,ham
49,0,1,0,ham
102,0,0,14,ham
28,0,0,0,ham
150,0,1,2,ham
31,0,0,0,ham
165,0,3,0,ham
102,0,1,1,ham
44,0,0,1,ham
53,0,1,0,spam
29,0,0,1,ham
71,0,15,1,spam
38,0,0,0,ham
81,0,3,0,ham
54,0,1,0,ham
20,0,0,1,ham
27,0,0,0,ham
56,0,0,1,ham
33,0,0,0,ham
74,0,1,0,ham
164,0,0,0,ham
49,0,0,0,ham
29,0,0,0,ham
25,0,0,0,ham
131,0,0,0,ham
46,0,1,0,ham
45,0,0,0,ham
167,0,1,0,ham
176,0,0,0,ham
33,0,0,0,ham
67,0,0,1,ham
76,0,0,1,ham
114,0,0,0,ham
140,0,0,3,ham
7,0,0,0,ham
129,0,14,2,spam
164,0,18,4,spam
22,0,0,0,ham
26,0,0,0,ham
30,0,1,0,ham
28,0,0,0,ham
79,0,0,0,ham
79,0,2,0,spam
31,0,0,0,ham
153,0,1,1,ham
29,0,0,0,ham
34,0,0,1,ham
67,0,0,0,ham
137,0,0,4,ham
48,0,0,0,ham
57,0,3,0,spam
47,0,0,0,ham
63,0,0,0,ham
167,0,21,1,spam
130,0,0,0,ham
99,0,0,2,ham
109,0,5,0,ham
99,0,0,1,ham
44,0,0,0,ham
31,0,2,5,ham
65,0,0,4,ham
26,0,0,0,ham
163,0,1,0,ham
168,0,15,4,spam
63,0,0,0,ham
125,0,3,25,ham
52,0,0,0,ham
115,0,0,2,ham
210,0,0,3,ham
78,0,0,1,ham
166,0,12,1,spam
36,0,1,1,ham
34,0,0,7,ham
157,0,0,0,ham
47,0,0,0,ham
53,0,0,0,ham
142,0,0,0,ham
110,0,0,0,ham
160,0,0,0,ham
149,0,22,2,spam
50,0,0,0,ham
40,0,0,0,ham
82,0,0,1,ham
164,0,0,3,ham
129,0,2,0,ham
54,0,0,0,ham
78,0,0,0,ham
168,0,3,0,ham
55,0,0,0,ham
144,0,3,4,ham
125,0,0,1,ham
59,0,0,0,ham
156,0,8,2,ham
28,0,0,0,ham
57,0,0,2,ham
95,0,0,18,ham
28,0,0,0,ham
29,0,0,0,ham
161,0,0,1,ham
30,0,0,0,ham
78,0,0,1,ham
39,0,0,0,ham
163,0,0,7,ham
213,0,1,0,ham
61,0,0,0,ham
117,0,0,0,ham
40,0,0,2,ham
162,0,15,5,spam
126,0,2,15,ham
35,0,0,1,ham
150,0,35,3,spam
29,0,0,0,ham
50,0,1,0,ham
121,0,15,2,spam
165,0,2,3,spam
158,0,27,4,spam
39,0,0,0,ham
147,0,0,1,ham
80,0,0,0,ham
100,0,0,1,ham
132,0,24,2,spam
82,0,0,1,ham
164,0,26,4,spam
164,0,27,4,spam
84,0,0,1,ham
234,0,0,5,ham
49,0,0,0,ham
122,0,0,0,ham
161,0,16,6,spam
75,0,0,0,ham
58,0,0,0,ham
111,0,0,1,ham
35,0,0,0,ham
91,0,0,1,ham
43,0,0,0,ham
72,0,0,0,ham
44,0,0,0,ham
102,0,2,0,ham
150,0,10,1,spam
160,0,0,0,ham
78,0,0,2,ham
40,0,1,7,ham
77,0,1,2,ham
139,0,0,0,ham
111,0,1,0,ham
40,0,0,0,ham
27,0,0,1,ham
36,0,0,0,ham
23,0,0,0,ham
59,0,0,1,ham
34,0,0,0,ham
106,0,3,0,ham
114,0,5,3,spam
26,0,0,1,ham
94,0,0,1,ham
80,0,0,0,ham
39,0,0,0,ham
32,0,0,6,ham
39,0,0,0,ham
42,0,0,0,ham
175,0,0,2,ham
57,0,0,1,ham
29,0,0,0,ham
59,0,0,2,ham
143,0,22,1,spam
171,0,22,0,spam
61,0,0,0,ham
46,0,0,0,ham
94,0,0,0,ham
39,0,0,0,ham
48,0,0,0,ham
48,0,0,0,ham
47,0,0,0,ham
31,0,0,1,ham
60,0,0,0,ham
71,0,0,0,ham
60,0,0,1,ham
54,0,0,0,ham
12,0,0,0,ham
149,0,12,0,spam
32,0,0,0,ham
33,0,0,0,ham
38,0,0,0,ham
161,0,14,0,spam
162,0,1,0,ham
43,0,0,0,ham
164,0,0,4,ham
140,0,0,2,ham
162,0,17,7,spam
27,0,0,0,ham
53,0,0,0,ham
37,0,0,0,ham
85,0,0,0,ham
31,0,0,1,ham
142,0,29,4,spam
111,0,1,2,ham
56,0,0,1,ham
61,0,0,0,ham
18,0,0,0,ham
38,0,0,0,ham
35,0,0,0,ham
36,0,0,0,ham
40,0,0,0,ham
29,0,0,0,ham
31,0,0,1,ham
54,0,2,8,ham
164,0,0,5,ham
64,0,0,1,ham
69,0,0,1,ham
158,0,18,0,spam
112,0,2,2,ham
30,0,0,0,ham
166,0,3,3,spam
28,0,0,1,ham
41,0,9,0,ham
60,0,0,0,ham
41,0,0,0,ham
71,0,0,0,ham
30,0,0,0,ham
42,0,1,0,ham
49,0,0,1,ham
165,0,0,3,ham
68,0,0,0,ham
38,0,0,0,ham
22,0,0,0,ham
45,0,0,0,ham
48,0,0,1,ham
15,0,0,0,ham
56,0,0,0,ham
159,0,0,0,ham
118,0,0,0,ham
152,0,0,0,ham
160,0,35,2,spam
55,0,0,1,ham
67,0,0,0,ham
31,0,0,0,ham
14,0,0,0,ham
138,0,5,2,spam
27,0,0,1,ham
15,0,0,0,ham
129,0,0,2,ham
37,0,0,0,ham
29,0,0,0,ham
100,0,0,0,ham
40,0,0,0,ham
64,0,1,0,ham
78,0,0,1,ham
93,0,1,0,ham
82,0,2,1,ham
69,0,0,1,ham
79,0,0,0,ham
59,0,0,1,ham
31,0,1,1,ham
117,0,0,1,ham
82,0,0,2,ham
58,0,0,0,ham
107,0,0,0,ham
82,0,0,0,ham
47,0,0,0,ham
64,0,0,0,ham
37,0,0,6,ham
159,0,5,5,spam
75,0,0,0,ham
75,0,0,0,ham
149,0,2,6,spam
129,0,0,6,ham
26,0,0,0,ham
82,0,0,1,ham
30,0,0,1,ham
40,0,0,0,ham
80,0,0,0,ham
160,0,5,1,spam
41,0,0,0,ham
53,0,0,0,ham
180,0,0,1,ham
242,0,3,2,ham
28,0,0,0,ham
106,0,0,1,ham
67,0,0,1,ham
42,0,0,0,ham
57,0,0,2,ham
25,0,0,0,ham
112,0,13,0,spam
47,0,0,0,ham
84,0,0,0,ham
138,0,1,1,ham
96,0,2,1,ham
104,0,0,2,ham
166,0,3,2,spam
67,0,0,2,ham
161,0,0,1,spam
39,0,1,0,ham
45,0,1,1,ham
162,0,1,0,ham
138,0,0,2,ham
149,0,24,2,spam
144,0,11,2,spam
61,0,0,0,ham
94,3,11,1,ham
36,0,0,0,ham
31,0,0,0,ham
88,0,0,0,ham
81,0,0,1,ham
27,0,0,0,ham
95,0,20,2,spam
47,0,0,0,ham
125,0,0,0,ham
67,0,0,12,ham
29,0,0,0,ham
163,0,0,0,ham
51,0,0,0,ham
66,0,0,1,ham
161,0,0,0,ham
58,0,0,0,ham
78,0,0,0,ham
92,0,0,21,ham
79,0,0,1,ham
63,0,0,0,ham
85,0,0,0,ham
37,0,0,0,ham
152,0,0,1,ham
56,0,0,0,ham
152,0,27,4,spam
50,0,0,0,ham
33,0,0,1,ham
162,0,2,0,ham
61,0,0,0,ham
73,0,0,0,ham
27,0,0,0,ham
27,0,1,0,ham
89,0,0,0,ham
48,0,0,1,ham
67,0,0,0,ham
141,0,15,5,spam
164,0,17,2,spam
51,0,0,1,ham
52,0,0,1,ham
156,0,0,0,ham
245,0,0,0,ham
50,0,0,0,ham
35,0,0,0,ham
115,0,0,0,ham
37,0,0,0,ham
48,0,0,0,ham
159,0,36,1,spam
115,0,0,0,ham
206,0,0,2,ham
156,0,0,0,ham
91,0,0,2,ham
51,0,0,0,ham
46,0,0,0,ham
89,0,0,2,ham
33,0,0,1,ham
103,0,1,0,ham
91,0,0,0,ham
20,0,0,0,ham
42,0,0,0,ham
75,0,0,0,spam
47,0,0,1,ham
157,0,22,1,spam
12,0,0,0,ham
116,0,0,0,ham
47,0,0,2,ham
34,0,0,1,ham
73,0,0,0,ham
67,0,0,0,ham
74,0,0,0,ham
144,0,0,0,ham
43,0,0,0,ham
51,0,0,0,ham
158,0,28,5,spam
34,0,0,1,ham
126,0,2,25,ham
38,0,0,0,ham
47,0,0,0,ham
94,0,0,1,ham
79,0,0,0,ham
141,0,28,4,spam
76,0,0,0,ham
50,0,0,0,ham
42,0,0,1,ham
141,0,14,4,spam
38,0,0,0,ham
59,0,0,0,ham
74,0,0,2,ham
48,0,0,1,ham
86,0,0,1,ham
58,0,0,0,ham
81,0,0,0,ham
27,0,0,1,ham
32,0,0,0,ham
114,0,0,0,ham
17,0,0,0,ham
49,0,0,1,ham
63,0,0,0,ham
10,0,0,0,ham
126,0,0,1,ham
159,0,3,0,ham
27,0,0,0,ham
165,0,18,5,spam
101,0,13,1,spam
63,0,0,0,ham
45,0,0,1,ham
302,0,0,2,ham
44,0,0,0,ham
97,0,0,0,ham
163,0,9,0,ham
87,0,0,1,ham
40,0,0,0,ham
70,0,4,0,ham
32,0,0,0,ham
37,0,0,0,ham
90,0,0,1,ham
143,0,13,7,spam
131,0,0,0,ham
153,0,15,3,spam
80,0,0,0,ham
97,0,0,0,ham
32,0,0,1,ham
40,0,2,0,ham
150,0,0,2,ham
118,0,0,0,ham
36,0,0,0,ham
27,0,1,0,ham
154,0,21,0,spam
171,0,0,0,ham
281,0,0,6,ham
176,0,0,0,ham
81,0,0,0,ham
163,0,1,1,ham
27,0,0,0,ham
29,0,0,0,ham
138,0,14,0,spam
49,0,1,0,ham
56,0,0,1,ham
49,0,0,0,ham
52,0,0,1,ham
151,0,18,1,spam
49,0,2,0,ham
140,0,16,8,spam
39,0,1,0,ham
420,0,0,5,ham
187,0,11,4,spam
37,0,0,0,ham
27,0,0,0,ham
45,0,0,0,ham
29,0,0,0,ham
165,0,3,28,ham
85,0,0,1,ham
32,0,0,1,ham
161,0,7,0,spam
242,0,0,0,ham
139,0,0,0,ham
38,0,0,0,ham
159,0,19,3,spam
85,0,0,1,ham
50,0,0,0,ham
53,0,0,1,ham
153,0,0,0,ham
161,0,0,1,ham
43,0,0,0,ham
54,0,1,0,ham
43,0,0,0,ham
53,0,0,0,ham
27,0,0,1,ham
101,0,0,0,ham
165,0,8,4,spam
130,0,0,2,spam
154,0,0,0,ham
42,0,1,0,ham
27,0,0,0,ham
38,0,0,0,ham
88,0,0,0,ham
29,0,0,1,ham
43,0,0,1,ham
134,0,0,0,ham
90,0,1,1,ham
50,0,1,1,ham
92,0,0,0,ham
111,0,1,2,ham
100,0,0,0,ham
91,0,0,1,ham
112,0,0,2,ham
45,0,0,0,ham
124,0,19,3,spam
143,0,0,0,spam
38,0,0,1,ham
151,0,0,0,ham
141,0,3,0,ham
146,0,4,1,spam
105,0,1,1,ham
69,0,1,1,ham
78,0,0,0,ham
151,0,0,0,ham
44,0,0,0,ham
37,0,0,0,ham
70,0,2,0,ham
46,0,0,1,ham
157,0,0,3,ham
14,0,0,0,ham
39,0,0,1,ham
159,0,5,0,spam
71,0,0,1,ham
165,0,21,3,spam
141,0,12,1,spam
138,0,0,0,ham
130,0,1,1,ham
137,0,0,0,ham
49,0,0,0,ham
47,0,0,0,ham
147,0,0,2,ham
67,0,1,1,ham
59,0,0,1,ham
59,0,0,0,ham
59,0,1,2,ham
94,0,2,19,ham
116,0,0,0,ham
27,0,0,0,ham
27,0,0,1,ham
62,0,0,1,ham
29,0,0,0,ham
144,0,13,7,spam
43,0,1,0,ham
37,0,1,0,ham
75,0,0,0,ham
30,0,0,0,ham
101,0,0,4,ham
181,0,21,1,spam
100,0,4,0,ham
32,0,0,0,ham
157,0,3,25,ham
47,0,0,1,ham
66,0,0,0,ham
56,0,0,0,ham
33,0,0,0,ham
27,0,0,0,ham
31,0,0,0,ham
83,0,0,0,ham
56,0,0,0,ham
47,0,0,0,ham
172,0,23,2,spam
252,0,0,0,ham
86,0,0,0,ham
20,0,0,4,ham
33,0,0,1,ham
33,0,0,0,ham
83,0,0,0,ham
65,0,0,0,ham
160,0,24,1,spam
64,0,0,1,ham
64,0,0,1,ham
151,0,0,1,ham
78,0,1,1,ham
51,0,1,1,ham
160,0,20,3,spam
157,0,0,0,ham
36,0,0,0,ham
71,0,0,0,ham
24,0,0,0,ham
62,0,0,0,ham
105,0,0,1,ham
27,0,0,0,ham
49,0,1,1,ham
152,0,28,3,spam
139,0,27,4,spam
72,0,0,0,ham
132,0,24,0,spam
89,0,0,0,ham
53,0,0,0,ham
48,0,0,0,ham
74,0,0,0,ham
32,0,0,1,ham
77,0,0,0,ham
155,0,3,1,spam
33,0,0,0,ham
138,0,0,1,ham
103,0,0,0,ham
141,0,15,7,spam
75,0,0,0,ham
115,0,18,3,spam
46,0,1,1,ham
116,0,2,1,ham
102,0,0,1,ham
94,0,1,0,ham
36,0,0,0,ham
94,0,1,0,ham
160,0,0,4,ham
48,0,0,1,ham
51,0,0,0,ham
116,0,0,2,ham
32,0,0,0,ham
165,0,17,0,spam
180,0,0,0,ham
47,0,0,1,ham
